time_sec,heart_rate,spo2,systolic_bp,diastolic_bp,motion,event,target,heart_rate_mean,heart_rate_std,heart_rate_z,spo2_mean,spo2_std,spo2_z,systolic_bp_mean,systolic_bp_std,systolic_bp_z,diastolic_bp_mean,diastolic_bp_std,diastolic_bp_z,hr_anomaly,spo2_anomaly,bp_anomaly,anomaly,risk_score,confidence,alert
14,66.5782687373097,98.96362475842372,120.9056881903244,78.01817409183582,0.0457315548408388,normal,0,,,,,,,,,,,,,False,False,False,False,0,0.984756148386387,False
15,66.02351498177929,99.01763270007687,117.118546331268,80.31490187415835,0.3369830359336129,normal,0,,,,,,,,,,,,,False,False,False,False,0,0.8876723213554624,False
16,65.37133225710943,98.9755144373284,123.18179932366591,79.98744953431175,-0.2321674346701996,normal,0,,,,,,,,,,,,,False,False,False,False,0,1.0,False
17,65.56643286320433,99.06028932093145,123.87718391560342,80.61480618668377,0.2036150297051212,normal,0,,,,,,,,,,,,,False,False,False,False,0,0.9321283234316262,False
18,65.0382405083831,98.98181977954668,122.27791371401077,80.25945298299638,-0.0942877747813113,normal,0,,,,,,,,,,,,,False,False,False,False,0,1.0,False
19,65.57513962774104,98.8573216159784,118.884042722719,79.97490811016739,-0.0772195569630557,normal,0,,,,,,,,,,,,,False,False,False,False,0,1.0,False
20,65.00610364085983,98.88303003555944,120.17804038405023,79.7345524810509,-0.2350917982525737,normal,0,,,,,,,,,,,,,False,False,False,False,0,1.0,False
21,65.81455228837419,98.89367978958728,124.70650934440428,82.21368122005104,-0.1504985853133943,normal,0,,,,,,,,,,,,,False,False,False,False,0,1.0,False
22,65.2589228902084,98.9634219593793,123.84349865283352,78.27637198496143,0.1293564171122293,normal,0,,,,,,,,,,,,,False,False,False,False,0,0.9568811942959236,False
23,64.97459142184175,98.95339131548089,125.98160727152616,79.6536582584699,0.1542255137513538,normal,0,,,,,,,,,,,,,False,False,False,False,0,0.9485914954162153,False
24,64.00065949045423,99.10040188795436,117.65844344006048,82.16274133361192,0.047171616215321,normal,0,,,,,,,,,,,,,False,False,False,False,0,0.9842761279282264,False
25,65.17230877248848,99.0339308758416,117.3893631480386,78.37788815193719,-0.1001625729519704,normal,0,,,,,,,,,,,,,False,False,False,False,0,1.0,False
26,65.05345640828719,98.94935278723088,120.40311086274632,78.47982414451202,-0.2207114404464477,normal,0,,,,,,,,,,,,,False,False,False,False,0,1.0,False
27,64.70095853243967,98.84963819872914,121.2206872718889,81.46788188890362,0.0123516933620451,normal,0,,,,,,,,,,,,,False,False,False,False,0,0.9958827688793183,False
28,64.90833550556218,98.8401031823902,119.57313250482132,77.15217231870591,-0.0729908608433235,normal,0,,,,,,,,,,,,,False,False,False,False,0,1.0,False
29,65.49670437389379,98.69447646352064,118.83094671649378,81.32126224605298,0.042236284487486,normal,0,,,,,,,,,,,,,False,False,False,False,0,0.9859212385041713,False
30,65.20808017871009,98.87996045120512,123.8021855484874,79.02073084150608,-0.0642475399640662,normal,0,,,,,,,,,,,,,False,False,False,False,0,1.0,False
31,65.4058018278076,98.93353772500568,119.72780372835858,80.82000123104085,-0.0591329573370925,normal,0,65.30272056627285,0.6104215075077082,0.16886898686714177,98.97971062900011,0.10595421765886037,-0.4357816518743409,120.38305005726806,2.787154773929653,-0.23509506362491758,79.93815876727473,1.389194994384111,0.6347866694963709,False,False,False,False,0,1.0,False
32,65.74673922026768,99.0902676868936,116.35436574624502,77.55853086588874,0.0317921372224926,normal,0,65.3493340619826,0.5880104697012591,0.6758470788572609,98.97697485547195,0.10178654165314759,1.1130433314819503,120.21009727202294,2.872378993098728,-1.3423477664478884,79.87112976850092,1.4545751740513106,-1.589879260877996,False,False,False,False,0,0.9894026209258358,False
33,64.77902757585586,99.0870381995963,116.70093273919342,82.37015253311674,0.0704384929287444,normal,0,65.37244059971134,0.5489716506011991,-1.0809538583743028,98.9748295438067,0.09861228405581869,1.1378770592725764,120.17726676647082,2.9076376055579245,-1.195587105020385,79.96006388165293,1.5238014446941577,1.5816290631930319,False,False,False,False,0,0.9765205023570852,False
34,64.57126886789096,99.06604235404102,120.74119297540052,77.56552270022091,0.244784258019547,normal,0,65.37219244082941,0.5493443779693657,-1.4579626279220934,98.97446108407732,0.09823693041083646,0.9322488964251577,120.31947511267703,2.8234269282514117,0.14936383106067244,79.85118477900163,1.57518746868867,-1.4510413041080827,False,False,False,False,0,0.9184052473268176,False
35,64.57231496528263,99.0268599182278,129.00795745473505,81.4499007070933,-0.0673976668149385,normal,0,65.36241500994389,0.5611544947615458,-1.407990227356193,98.97316735574307,0.09724486996873158,0.5521377374661672,120.79815983837125,3.037828990002323,2.7025213214380193,79.83491766147914,1.5552887027266464,1.038381518995713,False,False,False,False,0,1.0,False
36,64.25365344395361,99.01035937847357,117.07216876876448,77.64907523244803,0.1090989034104552,normal,0,65.33244470262517,0.5956852954999909,-1.8110087101714838,98.9707965650628,0.09536187053596122,0.4148703584400531,120.57738919305481,3.060601760698793,-1.1452716486348817,79.7431477919505,1.6012090761500475,-1.3078070757239735,False,False,False,False,0,0.9636336988631816,False
37,64.81246050069636,98.88001311116012,119.05537779398082,83.61660174217813,0.360724411806415,normal,0,65.30468343637321,0.5999934944741496,-0.820380454471839,98.96580302265178,0.09608411951110614,-0.8928625451133254,120.58306900469842,3.0575092672717736,-0.4996521930678418,79.9431701107149,1.6981793096329283,2.163158867044061,False,False,False,False,0,0.8797585293978617,False
38,64.93321826862083,98.85835912999326,127.21441432579812,79.85723643628974,0.1144152648455125,normal,0,65.2764848144029,0.596794917642979,-0.5751834267251994,98.95936331572122,0.0966115713565409,-1.045466752167887,120.76655544098928,3.284223923807417,1.9632823566225663,79.9531731581088,1.696710239369445,-0.05654278473306745,False,False,False,False,0,0.9618615783848292,False
39,64.76313792258046,98.95858513547545,118.5471578104846,83.90171418999397,0.2328501987129958,normal,0,65.25536112741923,0.6035644793216272,-0.8155271254398723,98.95457106398528,0.09276327875687024,0.043272203655951476,120.7666305754936,3.284171370949048,-0.6758090593693995,80.11037362029484,1.8359113646410545,2.0651000057622,False,False,False,False,0,0.9223832670956681,False
40,64.32182449161782,98.79881018814832,121.3663825238142,78.36222502517867,-0.1241254678537447,normal,0,65.20003935333149,0.6107328196330513,-1.4379689996704836,98.94681444624118,0.09578763230530317,-1.5451290999773457,120.92835270995825,3.185549217906794,0.13750527268380272,80.12598019489242,1.8183269434931715,-0.96998791995317,False,False,False,False,0,1.0,False
41,63.71413773768868,98.83797514222128,125.6277321677737,79.11469860790241,-0.1440711280696686,normal,0,65.12691610427666,0.6529339905211304,-2.1637384285360746,98.94088857950081,0.0968687511302138,-1.062400785380068,121.05071252122345,3.295038134931052,1.389064241177903,80.06327463078236,1.81973002588682,-0.5212729412527403,False,False,False,False,0,1.0,False
42,63.24242649867645,98.80120724196004,117.14556395728852,82.42143840746434,-0.0318748256769874,normal,0,65.03825519700403,0.7210550471391668,-2.4905570045624823,98.93793567659809,0.09978628161897318,-1.3702127428711315,120.92276839576058,3.371358274233998,-1.120380609601714,80.10566573907145,1.8602724918113895,1.2448566963100987,False,False,False,False,0,1.0,False
43,64.30414061210604,98.89636131488398,119.07221933393532,77.14760795644978,-0.0105879770427477,normal,0,64.97225848038973,0.6931677221741576,-0.9638617709839401,98.9381002028415,0.09971099263314982,-0.41859866054171513,120.91553228895717,3.3752159168162406,-0.5461318625092869,79.96217210950607,1.9179411844783265,-1.467492421474774,False,False,False,False,0,1.0,False
44,64.51991257578275,98.9361895856663,118.54690219909638,78.60146668826012,0.2141649034231889,normal,0,64.90364660833883,0.6274767049763631,-0.6115510416765713,98.93718569708291,0.0995945638666049,-0.010001664528054809,120.83690608924957,3.4028144603055073,-0.6729734802959515,79.98161519605355,1.9004310143490508,-0.7262292066235165,False,False,False,False,0,0.928611698858937,False
45,64.61396672998508,99.03295194980969,115.44631391109844,80.99013685937867,-0.1459367898362709,normal,0,64.85666166661235,0.5925300853403971,-0.4095909096123788,98.93769633874066,0.10005944261307473,0.9519902228255469,120.78116500857725,3.4786755009470918,-1.5335868769669252,80.00412302889421,1.908495896557354,0.5166444592640081,False,False,False,False,0,1.0,False
46,65.03899024541498,99.06444918620204,124.70809783706588,77.96243884660734,-0.0177255820395173,normal,0,64.84558359955587,0.5856426280475203,0.3302468717209223,98.9406608303698,0.10250606358269095,1.2076198373610099,120.83204162569058,3.5258377209777074,1.099329157525854,79.93662267263741,1.9445755531916393,-1.015226085090824,False,False,False,False,0,1.0,False
47,65.439868423092,99.0863431780474,118.2437869845904,81.0436348440381,0.214965049402642,normal,0,64.84136478488546,0.580705818586667,1.030648598740042,98.94152929227366,0.103658431623686,1.3970294891154158,120.64426172799014,3.508033879182914,-0.6842792361967883,79.95091696121588,1.9512971958406555,0.5599956199145003,False,False,False,False,0,0.9283449835324527,False
48,65.43239130900372,99.0464079921303,117.37126297253432,80.34080877004344,0.043108716679735,normal,0,64.85450314490615,0.589702788701268,0.9799651200061045,98.94368223269312,0.10518361723413008,0.9766326937446774,120.48070670327427,3.543444378712517,-0.8775201183967032,79.95362882078413,1.9517972457655155,0.19837098863588645,False,False,False,False,0,0.9856304277734217,False
49,65.09090466176941,99.03707363083116,118.66669833578874,76.97270875251563,-0.0021633940609164,normal,0,64.83836197937376,0.5757599059923063,0.4386249889359804,98.94967396652154,0.10521422769889092,0.830682942992663,120.47346189037658,3.547041796886517,-0.5093719380960684,79.8535555088624,2.026214865731579,-1.4217873953395463,False,False,False,False,0,1.0,False
50,65.11891508050212,99.01592196192652,122.78649421546233,81.93553757596693,0.0476995242933861,normal,0,64.84212236069517,0.5772596730756854,0.47949429471172833,98.95410369740044,0.10510908709186416,0.5881343491457895,120.56041035142366,3.571436991681966,0.6233020123897798,79.92692167869293,2.0613007572394833,0.9744409641434172,False,False,False,False,0,0.9841001585688713,False
51,64.49051005608001,98.98446058246994,120.33868061102363,77.47513381361087,-0.2255105003021725,normal,0,64.7979876196187,0.5503355766864781,-0.5587092249968247,98.95712972382987,0.10461513575571851,0.2612514761142129,120.41481606031097,3.484561020544871,-0.02184936605742955,79.76897009847826,2.0615812229575905,-1.1126587006727813,False,False,False,False,0,1.0,False
52,63.946786944795214,99.01486724092072,117.62500108370892,81.54255819394588,-0.2287506228483921,normal,0,64.75424975477159,0.564400793107264,-1.4306549881529327,98.95884456654791,0.10514215013767303,0.5328279315142047,120.2075328080068,3.4584280491035204,-0.7467357098746967,79.87784297211107,2.0662773752464583,0.8056591248482551,False,False,False,False,0,1.0,False
53,62.97921967459581,98.9789934271333,121.22744953474516,80.25695079648857,-0.3176427503267216,normal,0,64.68773736319673,0.6488016484213746,-2.6333436309201494,98.95969797026966,0.10520024748068743,0.1834164588556452,120.04906088344744,3.289523108959412,0.3582247676230758,79.89795272337837,2.0669559113627014,0.17368443668134181,False,False,False,False,0,1.0,False
54,64.0271555548409,99.0365629718116,122.43778409324572,79.08997507058852,0.0413363574739206,normal,0,64.68862056534296,0.647851428044825,-1.0210134328148597,98.95757000639824,0.10287596467608408,0.7678466555534205,120.20837223855364,3.285482433600316,0.6785645334432794,79.79552718127758,2.026596655633523,-0.3481462918276141,False,False,False,False,0,0.9862212141753598,False
55,63.932106842359815,99.0282884459309,119.92870623629172,77.78919495007823,0.1837709499686033,normal,0,64.64728050100533,0.6554472391380973,-1.0911231536896142,98.95738192540121,0.10273660886091114,0.6901777401051413,120.29301700816205,3.242784608694244,-0.11234504163291667,79.77590407454895,2.0435756590115832,-0.9721730221780158,False,False,False,False,0,0.9387430166771322,False
56,65.0622928487247,99.04013792981596,119.29571721340302,80.6585386508163,0.1531172969207741,normal,0,64.6475750490199,0.6556380202379911,0.6325408028568111,98.9604080968207,0.10382327009943873,0.7679379865312719,120.25610388651727,3.247787137370807,-0.29570493154046684,79.84852789142575,2.034621347436451,0.3981137622541583,False,False,False,False,0,0.9489609010264086,False
57,65.96129986531444,99.01360206501332,123.04762781514664,78.25495041304495,0.228725598512963,normal,0,64.68958642678241,0.6981761860108525,1.8214792541094555,98.96587355903019,0.10209231127523427,0.46750343279482925,120.31700190462587,3.2834298986386647,0.8316382547569875,79.7414301755638,2.031000441298185,-0.7318953419668973,False,False,False,False,0,0.9237581338290123,False
58,66.74209600090104,99.11475959012878,119.46244426045968,82.41590695210515,0.2908444438107749,normal,0,64.75071177662703,0.7919618755026366,2.514495060775668,98.97502877262147,0.10273781246003774,1.3600719556070466,120.31331229648048,3.2843566722494995,-0.25906688004078077,79.91688799667712,2.026964158992055,1.2328875892263977,False,False,False,False,0,0.903051852063075,False
59,65.87526242339183,99.04933382474135,124.82457451887008,82.4889012186068,0.0289294768976326,normal,0,64.76333037827696,0.8071285220902102,1.377639390360427,98.98685735132882,0.08880642830973118,0.7035129618616213,120.51309988989303,3.372196615621822,1.2785359575429234,79.95580929576224,2.065700735319695,1.2262627783073003,False,False,False,False,0,0.9903568410341225,False
60,65.6883635837165,99.06129978276256,117.72709538372906,83.28406804197199,-0.0129215435547097,normal,0,64.77933982511051,0.8209000959526538,1.1073500455022625,98.99290199571409,0.08744051497904358,0.7822207710563092,120.31059688440108,3.35020896435104,-0.7711463756925554,80.09792053577776,2.1443070799376764,1.48586344558767,False,False,False,False,0,1.0,False
61,65.04293119293169,99.14077413277258,117.65725960271764,80.56179487415062,0.2951929389684919,normal,0,64.76724413728132,0.8139954387943457,0.33868378434491136,98.99980987597297,0.09071363698675887,1.5539478019184911,120.24157874687971,3.3837886785334224,-0.7637353835234603,80.08931365721476,2.1418255930447696,0.22059742794659254,False,False,False,False,0,0.9016023536771693,False
62,64.9572747289225,98.95124456309614,117.28860965974695,79.19138038900324,-0.1402030393354174,normal,0,64.74092865423648,0.7937469962080664,0.27256301531792393,98.99517577184638,0.08947580689237011,-0.490984214348375,120.27272021066314,3.3509198768059303,-0.890534736915469,80.1437419746519,2.095542384112488,-0.45447020917785336,False,False,False,False,0,1.0,False
63,65.01129521736021,98.98664043669002,119.28346062993003,79.40619483865869,-0.2357065240766496,normal,0,64.74867090895329,0.7952627585958357,0.3302358944490658,98.99182917974953,0.08778300764530449,-0.05910874095897353,120.35880447368767,3.2885900467343596,-0.3269923670861547,80.04494338483664,2.056460598373578,-0.3106057790181473,False,False,False,False,0,1.0,False
64,65.0626402028985,99.02150246074324,120.00751218409896,79.25982483439549,-0.0677758905138203,normal,0,64.76504995345354,0.7965420923457849,0.3736026662050892,98.9903445166396,0.08685632570543717,0.35872970506844226,120.33434844731096,3.2883763562953536,-0.09939137975685106,80.10142012264247,2.0087315532425802,-0.4189685211488011,False,False,False,False,0,1.0,False
65,66.11643558899081,98.91434889958724,116.02309227128156,80.49601107665822,-0.0911486618668431,normal,0,64.81652064091048,0.8327254639649151,1.5610366253134023,98.98659414935156,0.0876506820302319,-0.8242405887886124,119.90151960786251,2.943867765680468,-1.3174597656170424,80.06962380162796,1.9941469794187834,0.21381938213728893,False,False,False,False,0,1.0,False
66,66.5967918570326,98.88318064568207,120.29027180374256,80.87321451117721,0.0096653491642041,normal,0,64.89462525467977,0.8862757306709438,1.9205835649637264,98.98235485825852,0.0895172953251167,-1.1078776700776503,120.00878970902843,2.895448634724641,0.09721536460303692,80.17709511091893,1.9454832151574335,0.35781311030326785,False,False,False,False,0,0.9967782169452652,False
67,65.8960565787731,99.13888942896791,121.69606256185789,82.4631287320338,-0.1700039382286239,normal,0,64.930745123949,0.9047009365627976,1.06699508733967,98.99098406885213,0.09176100499092497,1.611854187194369,120.09681253462435,2.9055862721298777,0.5504052805361177,80.13864601058079,1.8856411799320185,1.2327280217420855,False,False,False,False,0,1.0,False
68,65.84205786119362,99.09803477553278,115.60352533562092,80.04024683119206,0.0739466289526665,normal,0,64.96103977703476,0.9198759579489527,0.9577574851757985,98.99897325703677,0.09023686161496702,1.0977943683225808,119.70978290161842,2.6901232663025505,-1.5264198549687167,80.14474635707754,1.8849953054673758,-0.055437552328313336,False,False,False,False,0,0.9753511236824445,False
69,65.52349256323757,98.94927660460044,118.43648572085736,77.19354533893288,-0.1138224080780966,normal,0,64.98638493172332,0.924697494786861,0.5808468548279642,98.99866297267427,0.09039639015488624,-0.5463311973985533,119.7060938319642,2.691847928148985,-0.47164927031367027,79.92114072870883,1.8207407320607856,-1.4980690780113197,False,False,False,False,0,1.0,False
70,64.77422702102186,99.10038476562242,121.70245718570696,79.1851581470762,0.2456407652711745,normal,0,65.0014650160368,0.9171441127182898,-0.2477669450894073,99.00871545859007,0.08394339774478289,1.0920371285309907,119.71729632069395,2.6996836085848472,0.7353309323730791,79.94857183277207,1.8025526518095343,-0.42351810635296,False,False,False,False,0,0.9181197449096085,False
71,64.41319134993611,99.10505958391953,116.73174220237225,83.11170356011304,-0.2389131006879414,normal,0,65.02476680311172,0.8918406299477535,-0.6857452246949455,99.01761827331333,0.07924219928433694,1.1034690025757372,119.42076332184723,2.5099991957425685,-1.071323498444172,80.0818053311791,1.8846403537842153,1.6076798010029545,False,False,False,False,0,1.0,False
72,64.6953290339975,99.0072191474991,119.0520644342596,76.88684285905597,-0.0278945632104204,normal,0,65.07319688762242,0.8289469775871595,-0.4558408002461043,99.0244853368313,0.06796555130476886,-0.2540432469204861,119.48431333774626,2.474288692643902,-0.17469622876737656,79.89731881289883,1.9183061191300061,-1.5693407448484673,False,False,False,False,0,1.0,False
73,64.10988151065203,98.9999813694654,123.2645507068014,81.47829992080277,-0.0669828583155023,normal,0,65.06672158424061,0.8358912388387822,-1.144694463980529,99.02793933865068,0.06373083060550147,-0.4386882913599879,119.6240577168418,2.5668681430851588,1.4182625624018348,80.04167521171058,1.8664966353849348,0.7696904895817855,False,False,False,False,0,1.0,False
74,64.44760365779365,99.07233414235512,125.38554828937804,79.21885377283311,0.0461779845340935,normal,0,65.06431128697432,0.8376247896939577,-0.7362576141114359,99.03247749054032,0.0617899615400268,0.6450344169413816,119.85201258651787,2.7639998302392828,2.0020029098124508,80.06225478119634,1.853427486428818,-0.4550493690952508,False,False,False,False,0,0.9846073384886355,False
75,64.51607505231385,99.08449759873228,121.3197456337474,78.23307137920096,0.1853408965653413,normal,0,65.06104823105194,0.8396279283511862,-0.6490650922108765,99.03419567883773,0.0625160069103331,0.8046246454399928,120.0477936439395,2.6466980703439114,0.4805806918666116,79.97035259852376,1.8740715071898995,-0.9270090349582147,False,False,False,False,0,0.9382197011448863,False
76,64.23822281663084,99.0052553862585,119.49224014251716,80.79122209822425,0.0532421812777886,normal,0,65.0343559834258,0.8529756739333332,-0.9333597558811314,99.03222255217294,0.062462333875493624,-0.4317348430847283,119.87393172078787,2.497092620201754,-0.15285439361871378,80.06464537357766,1.8404230368769323,0.39478788848434576,False,False,False,False,0,0.9822526062407372,False
77,63.861437771884695,99.00478072817458,118.4958059380928,83.12190605124553,-0.0257182396702427,normal,0,64.98174162838556,0.8754842244564346,-1.2796391130821756,99.02950380384387,0.06179694647824881,-0.400069535441978,119.88233235257128,2.491837825821581,-0.5564272281729777,80.13392108048457,1.916102369721069,1.559407794686841,False,False,False,False,0,1.0,False
78,63.43182165574064,98.97595490425525,122.73226229631464,80.68088835356635,0.1382510075530588,normal,0,64.91505597327678,0.9152626093835935,-1.6205560047242165,99.02715536758136,0.062467451857686034,-0.8196342543754913,120.06103233003063,2.4977716796778977,1.0694452131143097,80.145257066602,1.9183731972201223,0.279211202356517,False,False,False,False,0,0.9539163308156471,False
79,63.09829005396019,98.9166482507574,123.400219197347,79.47491157991752,0.1686049538832302,normal,0,64.8486354863498,0.9725690985428217,-1.7997131874867482,99.02314118824556,0.06559892123713854,-1.6233946455184283,120.21881635874924,2.555495533335453,1.2449260024514188,80.2286638275154,1.8279451023965272,-0.41234949923259767,False,False,False,False,0,0.9437983487055899,False
80,62.81444016515504,98.85521071233244,116.53069260864706,77.40790152078726,0.0538399593408685,normal,0,64.77181965583824,1.0392090540574042,-1.8835281342487993,99.01778414659243,0.07241664083152681,-2.2449734259037886,120.01028963852205,2.5936989339204275,-1.3415577977724327,80.07774262567608,1.8686163177589428,-1.4287797230042358,False,False,False,False,0,0.9820533468863771,False
81,63.06284543550121,98.8957466776876,122.7312804478318,79.80230167779453,0.0775183654612991,normal,0,64.72423083515228,1.0842481138979045,-1.5322926351961488,99.014827016433,0.07556711370508866,-1.5758222447152501,120.09004296641567,2.6405072866127965,1.000276535803189,80.15531488781554,1.8040362099583147,-0.19567966988265767,False,False,False,False,0,0.9741605448462336,False
82,62.30472612611229,98.98275128162037,118.17886109482134,77.33570035942111,0.1293271092591227,normal,0,64.66949547452951,1.1634065682086792,-2.032625062499263,99.01375648445634,0.07579367217745933,-0.40907376493616354,120.10850496678609,2.624565924623076,-0.7352240055626975,80.0150862933314,1.855260118349256,-1.444210387217456,False,False,False,False,0,0.9568909635802925,False
83,63.30964452873618,99.00004647849885,117.42133267814329,79.38015155715954,-0.3287853451698501,normal,0,64.6805096363342,1.1483189123251898,-1.193801733023972,99.01445825283518,0.07555780186680724,-0.19073840133336709,119.98163440489935,2.6603604647294303,-0.9623890298702282,79.98585965202042,1.8582224624607966,-0.3259610230191509,False,False,False,False,0,1.0,False
84,63.97644931691027,98.99458950750264,119.53906738934872,79.87388470321679,-0.0701610422912913,normal,0,64.67881942840317,1.1493505974695595,-0.6111017065108423,99.01305913735821,0.07552297754529072,-0.24455643111392697,119.88501051476945,2.620418005967362,-0.1320182980856225,80.01198997310803,1.8506865107895172,-0.0746238053209371,False,False,False,False,0,1.0,False
85,64.36932552084869,99.08404069479036,122.9748397276871,75.27891701857905,0.0752467862417327,normal,0,64.6933933843528,1.142306074511382,-0.28369617455000506,99.01491754565355,0.07658907890005852,0.9025196559291884,119.98654829781596,2.680497656195906,1.1148271004691148,79.92831404205803,2.0049704470322247,-2.318935438854504,False,False,False,False,0,0.9749177379194225,False
86,64.68080868725075,99.14848464093131,120.92821597451902,82.77664440917577,-0.0583214967548749,normal,0,64.680677245637,1.1401792421456434,0.00011528153547048124,99.01852910269072,0.08028473553389913,1.6186830208305563,120.04096492318651,2.682559368587723,0.33074796469448514,79.9989175673367,2.067878310284947,1.3432738416102963,False,False,False,False,0,1.0,False
87,65.38763239387583,99.1030411200856,120.84699499437244,77.52295705375913,-0.0576293779276379,normal,0,64.66155499658905,1.1226365810111376,0.6467608570467412,99.02151040452647,0.08174284416588429,0.9974049275027184,119.96761049582736,2.627020436128757,0.3347459678848033,79.97451778869383,2.0933276514371775,-1.1711309183975949,False,False,False,False,0,1.0,False
88,64.68942684696168,99.04298721849838,121.05732496199904,79.6280815976586,0.0749803085599867,normal,0,64.59313269145774,1.051776026897659,0.09155386036699469,99.01911799213877,0.07995020398701842,0.29855116271477594,120.02077318587867,2.6325767587285185,0.39374038104819015,79.88159027687895,2.0424728955745763,-0.12411850349134267,False,False,False,False,0,0.9750065638133377,False
89,64.3263340569132,99.09704624053587,121.40297405607107,81.06766649162503,0.0795289948030861,normal,0,64.54150174590845,1.0243265868226115,-0.2100577020681325,99.0207084059986,0.08103914577289673,0.9419871570610878,119.90671983711871,2.487396356081228,0.601534297215758,79.83421578597955,1.9958625005697928,0.6180038481074458,False,False,False,False,0,0.973490335065638,False
90,64.64540395659925,99.003698628379,119.6575463474206,82.61709943635836,0.0934118709141772,normal,0,64.50673642500455,1.0015048763962333,0.13845916766145008,99.01878836751914,0.08072602185139664,-0.18692534072736744,119.97106820257508,2.4538090140192796,-0.12776946101479003,79.81198349912577,1.9594921852731308,1.4315525003441565,False,False,False,False,0,0.9688627096952742,False
91,63.916131956994434,98.9342492253684,121.89566629617596,78.41569398725433,-0.1584446923440611,normal,0,64.4691764504733,1.0018316804697938,-0.5520333447825516,99.011904203939,0.07874634439238513,-0.986140743037486,120.11234842569037,2.4379594787656726,0.7314797009622469,79.74044680289587,1.9703190835222661,-0.6723544560474612,False,False,False,False,0,1.0,False
92,63.9351332690262,98.90922607316158,118.02095341207487,74.9816294780542,-0.2835606721108364,normal,0,64.43510506847676,1.0020405247136777,-0.49895367215155045,99.01050358760787,0.08022231408325552,-1.2624606458146812,120.1367598841013,2.4122410605266396,-0.8771123693435923,79.60012177253093,2.1522778343901665,-2.1458625000360803,False,False,False,False,0,1.0,False
93,64.45813515817478,98.90283931839642,121.9530229528366,82.15732743202257,0.1608773564705019,normal,0,64.41666639983724,0.996144411082751,0.041629263665164576,99.00771021699806,0.08250831263063617,-1.2710343389413448,120.22574529486484,2.4288598212447092,0.7111475280967827,79.69182619230972,2.2017712190248218,1.119780846624399,False,False,False,False,0,0.9463742145098327,False
94,65.5980216877745,98.9961169876371,122.57095604350197,77.50101022714757,-0.1484831014976999,normal,0,64.43451244933311,1.0127730906607324,1.1488350640145066,99.00686403456119,0.08249215724048584,-0.13027962031305246,120.31119342351161,2.4657291513777055,0.9164683066377063,79.63319903873479,2.2368083300244495,-0.9532282149378024,False,False,False,False,0,1.0,False
95,65.41521881486837,99.02376548478463,122.09740978370094,80.71888648716745,-0.1623050712544552,normal,0,64.41113855686235,0.9801847120794965,1.024378615205925,99.01051125406778,0.0806591950625516,0.16432386545110916,120.5136706739256,2.348055934511571,0.6744895155595079,79.6406282190851,2.240140470457112,0.48133511371379617,False,False,False,False,0,1.0,False
96,65.18274463356593,98.94390305606662,122.2530864950823,80.8431794002713,-0.1803503050824048,normal,0,64.36400364941348,0.9023674728961953,0.907325461903745,99.01253533441393,0.07807421930173535,-0.879064548593998,120.5790978303036,2.3688704745903753,0.7066611208737238,79.63962704872158,2.2395772445868882,0.5374015807933092,False,False,False,False,0,1.0,False
